Connecticut, 8.714800000190735, 230, 
South Carolina, 8.864699959754944, 230, 
Michigan, 8.201600074768066, 230, 
Nebraska, 8.32669997215271, 230, 
Hawaii, 8.166200041770935, 230, 
Kansas, 8.0625, 230, 
New Hampshire, 8.198700070381165, 230, 
Maryland, 8.210399985313416, 230, 
Oklahoma, 8.019499897956848, 230, 
South Carolina, 8.37720000743866, 230, 
Iowa, 7.981099963188171, 230, 
Idaho, 9.009200096130371, 230, 
Georgia, 8.139399886131287, 230, 
Arizona, 8.15880000591278, 230, 
Nevada, 8.084700107574463, 230, 
Oklahoma, 8.076900005340576, 230, 
Arkansas, 8.091000080108643, 230, 
Maryland, 8.079800009727478, 230, 
Mississippi, 8.058199882507324, 230, 
Maryland, 8.095600008964539, 230, 
Connecticut, 8.09090006351471, 230, 
Oregon, 8.307599902153015, 230, 
Kansas, 8.08300006389618, 230, 
Minnesota, 8.014999985694885, 230, 
California, 8.047099947929382, 230, 
Oklahoma, 7.988900065422058, 230, 
Georgia, 8.014599919319153, 230, 
Oklahoma, 8.797700047492981, 230, 
United States, 8.164499998092651, 230, 
North Carolina, 8.047900080680847, 230, 
Florida, 8.043699979782104, 230, 
Georgia, 7.999799966812134, 230, 
Kentucky, 7.96750009059906, 230, 
Arkansas, 8.036199927330017, 230, 
District of Columbia, 8.068099975585938, 230, 
Arkansas, 8.083500027656555, 230, 
Mississippi, 8.143900036811829, 230, 
Iowa, 8.09689998626709, 230, 
New York, 8.02620005607605, 230, 
Connecticut, 8.026700019836426, 230, 
New Mexico, 8.122499942779541, 230, 
North Dakota, 8.064000010490417, 230, 
Arizona, 7.973900079727173, 230, 
Missouri, 8.542400002479553, 230, 
Nebraska, 8.004599928855896, 230, 
Kansas, 8.297799944877625, 230, 
Maryland, 8.084800004959106, 230, 
Oregon, 8.01010000705719, 230, 
New Mexico, 8.123499989509583, 230, 
New York, 8.063799977302551, 230, 
Missouri, 8.02679991722107, 230, 
New York, 8.159899950027466, 230, 
New Mexico, 8.25950002670288, 230, 
Montana, 8.023900032043457, 230, 
Oklahoma, 8.049999952316284, 230, 
New York City, 8.04200005531311, 230, 
Nebraska, 7.979099988937378, 230, 
New Jersey, 8.472500085830688, 230, 
Nevada, 7.969099998474121, 230, 
South Carolina, 8.309799909591675, 230, 
Florida, 8.13319993019104, 230, 
North Dakota, 8.165799975395203, 230, 
New Jersey, 8.086300015449524, 230, 
Massachusetts, 8.054200053215027, 230, 
South Carolina, 8.291100025177002, 230, 
California, 7.974200010299683, 230, 
Iowa, 8.342100024223328, 230, 
New York City, 8.47760009765625, 230, 
Indiana, 8.291600108146667, 230, 
New York, 8.083600044250488, 230, 
New Jersey, 8.069100022315979, 230, 
Illinois, 7.985400080680847, 230, 
North Dakota, 8.026999950408936, 230, 
Michigan, 8.049999952316284, 230, 
Rhode Island, 8.407099962234497, 230, 
Idaho, 8.233100056648254, 230, 
Delaware, 8.133599996566772, 230, 
Massachusetts, 8.103200078010559, 230, 
Idaho, 8.101600050926208, 230, 
Idaho, 8.11459994316101, 230, 
Massachusetts, 8.08619999885559, 230, 
Idaho, 8.14869999885559, 230, 
United States, 8.152900099754333, 230, 
Iowa, 8.09220004081726, 230, 
Illinois, 8.106199979782104, 230, 
Maine, 8.083199977874756, 230, 
District of Columbia, 8.132499933242798, 230, 
California, 8.117699980735779, 230, 
Idaho, 8.044700026512146, 230, 
Nevada, 8.238099932670593, 230, 
Maryland, 8.169600009918213, 230, 
New Mexico, 8.053900003433228, 230, 
Alaska, 8.06089997291565, 230, 
Mississippi, 8.087000012397766, 230, 
North Carolina, 8.030199885368347, 230, 
United States, 8.123700022697449, 230, 
Georgia, 8.033100008964539, 230, 
Hawaii, 8.110099911689758, 230, 
New Hampshire, 8.272600054740906, 230, 
Idaho, 8.113700032234192, 230, 
Delaware, 8.133599996566772, 230, 
Louisiana, 8.098000049591064, 230, 
Maryland, 8.120200037956238, 230, 
Nebraska, 8.125100016593933, 230, 
United States, 8.241700053215027, 230, 
Maryland, 8.150099992752075, 230, 
Alabama, 8.09119999408722, 230, 
South Carolina, 8.331999897956848, 230, 
Ohio, 8.136099934577942, 230, 
District of Columbia, 8.168200016021729, 230, 
Nevada, 8.0489000082016, 230, 
Maryland, 8.142600059509277, 230, 
Pennsylvania, 7.930299997329712, 230, 
Louisiana, 8.100200057029724, 230, 
Arkansas, 8.075399994850159, 230, 
Connecticut, 8.05460000038147, 230, 
Kentucky, 7.979200005531311, 230, 
Missouri, 7.982699990272522, 230, 
Ohio, 8.00979995727539, 230, 
Nebraska, 8.081700086593628, 230, 
Kentucky, 8.453199982643127, 230, 
Kentucky, 8.071500062942505, 230, 
Iowa, 8.055799961090088, 230, 
South Carolina, 8.356000065803528, 230, 
Connecticut, 8.128299951553345, 230, 
Alabama, 8.077300071716309, 230, 
District of Columbia, 8.107300043106079, 230, 
Mississippi, 8.065500020980835, 230, 
Colorado, 8.268500089645386, 230, 
New York, 8.132399916648865, 230, 
California, 8.10130000114441, 230, 
Rhode Island, 8.18970000743866, 230, 
Mississippi, 8.095200061798096, 230, 
Iowa, 8.045600056648254, 230, 
New York City, 8.07860004901886, 230, 
South Dakota, 8.458700060844421, 110, 
Maryland, 8.152600049972534, 230, 
Louisiana, 8.045699954032898, 230, 
Pennsylvania, 8.030200004577637, 230, 
Nevada, 8.003399968147278, 230, 
Alaska, 8.139799952507019, 230, 
Maryland, 8.052500009536743, 230, 
Maine, 8.023200035095215, 230, 
Missouri, 8.08210003376007, 230, 
New York City, 8.18970000743866, 230, 
New Jersey, 8.183200001716614, 230, 
South Carolina, 8.33650004863739, 230, 
Louisiana, 8.132200002670288, 230, 
